Mod:Item:MetaData, Localized Name
bibliocraft:lanterniron:10, Fancy Lantern
bibliocraft:lanterniron:11, Fancy Lantern
bibliocraft:lanterniron:12, Fancy Lantern
bibliocraft:lanterniron:13, Fancy Lantern
bibliocraft:lanterniron:14, Fancy Lantern
bibliocraft:lanterniron:15, Fancy Lantern
bibliocraft:lampgold:0, Fancy Lamp
bibliocraft:lampgold:1, Fancy Lamp
bibliocraft:lampgold:2, Fancy Lamp
bibliocraft:lampgold:3, Fancy Lamp
bibliocraft:lampgold:4, Fancy Lamp
bibliocraft:lampgold:5, Fancy Lamp
bibliocraft:lampgold:6, Fancy Lamp
bibliocraft:lampgold:7, Fancy Lamp
bibliocraft:lampgold:8, Fancy Lamp
bibliocraft:lampgold:9, Fancy Lamp
bibliocraft:lampgold:10, Fancy Lamp
bibliocraft:lampgold:11, Fancy Lamp
bibliocraft:lampgold:12, Fancy Lamp
bibliocraft:lampgold:13, Fancy Lamp
bibliocraft:lampgold:14, Fancy Lamp
bibliocraft:lampgold:15, Fancy Lamp
bibliocraft:lampiron:0, Fancy Lamp
bibliocraft:lampiron:1, Fancy Lamp
bibliocraft:lampiron:2, Fancy Lamp
bibliocraft:lampiron:3, Fancy Lamp
bibliocraft:lampiron:4, Fancy Lamp
bibliocraft:lampiron:5, Fancy Lamp
bibliocraft:lampiron:6, Fancy Lamp
bibliocraft:lampiron:7, Fancy Lamp
bibliocraft:lampiron:8, Fancy Lamp
bibliocraft:lampiron:9, Fancy Lamp
bibliocraft:lampiron:10, Fancy Lamp
bibliocraft:lampiron:11, Fancy Lamp
bibliocraft:lampiron:12, Fancy Lamp
bibliocraft:lampiron:13, Fancy Lamp
bibliocraft:lampiron:14, Fancy Lamp
bibliocraft:lampiron:15, Fancy Lamp
bibliocraft:furniturepaneler:0, Oak Furniture Paneler
bibliocraft:furniturepaneler:1, Spruce Furniture Paneler
bibliocraft:furniturepaneler:2, Birch Furniture Paneler
bibliocraft:furniturepaneler:3, Jungle Furniture Paneler
bibliocraft:furniturepaneler:4, Acacia Furniture Paneler
bibliocraft:furniturepaneler:5, Dark Oak Furniture Paneler
bibliocraft:furniturepaneler:6, Framed Furniture Paneler
bibliocraft:framedchest:0, Oak Framed Chest
bibliocraft:framedchest:1, Spruce Framed Chest
bibliocraft:framedchest:2, Birch Framed Chest
bibliocraft:framedchest:3, Jungle Framed Chest
bibliocraft:framedchest:4, Acacia Framed Chest
bibliocraft:framedchest:5, Dark Oak Framed Chest
bibliocraft:framedchest:6, Framed Framed Chest
bibliocraft:fancysign:0, Oak Fancy Sign
bibliocraft:fancysign:1, Spruce Fancy Sign
bibliocraft:fancysign:2, Birch Fancy Sign
bibliocraft:fancysign:3, Jungle Fancy Sign
bibliocraft:fancysign:4, Acacia Fancy Sign
bibliocraft:fancysign:5, Dark Oak Fancy Sign
bibliocraft:fancysign:6, Framed Fancy Sign
bibliocraft:fancyworkbench:0, Oak Fancy Workbench
bibliocraft:fancyworkbench:1, Spruce Fancy Workbench
bibliocraft:fancyworkbench:2, Birch Fancy Workbench
bibliocraft:fancyworkbench:3, Jungle Fancy Workbench
bibliocraft:fancyworkbench:4, Acacia Fancy Workbench
bibliocraft:fancyworkbench:5, Dark Oak Workbench
bibliocraft:fancyworkbench:6, Framed Fancy Workbench
bibliocraft:potionshelf:0, Oak Potion Shelf
bibliocraft:potionshelf:1, Spruce Potion Shelf
bibliocraft:potionshelf:2, Birch Potion Shelf
bibliocraft:potionshelf:3, Jungle Potion Shelf
bibliocraft:potionshelf:4, Acacia Potion Shelf
bibliocraft:potionshelf:5, Dark Oak Potion Shelf
bibliocraft:potionshelf:6, Framed Potion Shelf
bibliocraft:toolrack:0, Oak Tool Rack
bibliocraft:toolrack:1, Spruce Tool Rack
bibliocraft:toolrack:2, Birch Tool Rack
bibliocraft:toolrack:3, Jungle Tool Rack
bibliocraft:toolrack:4, Acacia Tool Rack
bibliocraft:toolrack:5, Dark Oak Tool Rack
bibliocraft:toolrack:6, Framed Tool Rack
bibliocraft:label:0, Oak Wood Label
bibliocraft:label:1, Spruce Wood Label
bibliocraft:label:2, Birch Wood Label
bibliocraft:label:3, Jungle Wood Label
bibliocraft:label:4, Acacia Label
bibliocraft:label:5, Dark Oak Label
bibliocraft:label:6, Framed Label
bibliocraft:desk:0, Oak Desk
bibliocraft:desk:1, Spruce Desk
bibliocraft:desk:2, Birch Desk
bibliocraft:desk:3, Jungle Desk
bibliocraft:desk:4, Acacia Desk
bibliocraft:desk:5, Dark Oak Desk
bibliocraft:desk:6, Framed Desk
bibliocraft:table:0, Oak Table
bibliocraft:table:1, Spruce Table
bibliocraft:table:2, Birch Table
bibliocraft:table:3, Jungle Table
bibliocraft:table:4, Acacia Table
bibliocraft:table:5, Dark Oak Table
bibliocraft:table:6, Framed Table
bibliocraft:seat:0, Oak Seat
bibliocraft:seat:1, Spruce Seat
bibliocraft:seat:2, Birch Seat
bibliocraft:seat:3, Jungle Seat
bibliocraft:seat:4, Acacia Seat
bibliocraft:seat:5, Dark Oak Seat
bibliocraft:seat:6, Framed Seat
bibliocraft:clock:0, Oak Clock
bibliocraft:clock:1, Spruce Clock
bibliocraft:clock:2, Birch Clock
bibliocraft:clock:3, Jungle Clock
bibliocraft:clock:4, Acacia Clock
bibliocraft:clock:5, Dark Oak Clock
bibliocraft:clock:6, Framed Clock
bibliocraft:case:0, Oak Case
bibliocraft:case:1, Spruce Case
bibliocraft:case:2, Birch Case
bibliocraft:case:3, Jungle Case
bibliocraft:case:4, Acacia Case
bibliocraft:case:5, Dark Oak Case
bibliocraft:case:6, Framed Case
bibliocraft:mapframe:0, Oak Map Frame
bibliocraft:mapframe:1, Spruce Map Frame
bibliocraft:mapframe:2, Birch Map Frame
bibliocraft:mapframe:3, Jungle Map Frame
bibliocraft:mapframe:4, Acacia Map Frame
bibliocraft:mapframe:5, Dark Oak Map Frame
bibliocraft:mapframe:6, Framed Map Frame
bibliocraft:paintingframeflat:0, Oak Painting Frame
bibliocraft:paintingframeflat:1, Spruce Painting Frame
bibliocraft:paintingframeflat:2, Birch Painting Frame
bibliocraft:paintingframeflat:3, Jungle Painting Frame
bibliocraft:paintingframeflat:4, Acacia Painting Frame
bibliocraft:paintingframeflat:5, Dark Oak Painting Frame
bibliocraft:paintingframeflat:6, Framed Painting Frame
bibliocraft:paintingframesimple:0, Oak Painting Frame
bibliocraft:paintingframesimple:1, Spruce Painting Frame
bibliocraft:paintingframesimple:2, Birch Painting Frame
bibliocraft:paintingframesimple:3, Jungle Painting Frame
bibliocraft:paintingframesimple:4, Acacia Painting Frame
bibliocraft:paintingframesimple:5, Dark Oak Painting Frame
bibliocraft:paintingframesimple:6, Framed Painting Frame
bibliocraft:paintingframemiddle:0, Oak Painting Frame
bibliocraft:paintingframemiddle:1, Spruce Painting Frame
bibliocraft:paintingframemiddle:2, Birch Painting Frame
bibliocraft:paintingframemiddle:3, Jungle Painting Frame
bibliocraft:paintingframemiddle:4, Acacia Painting Frame
bibliocraft:paintingframemiddle:5, Dark Oak Painting Frame
bibliocraft:paintingframemiddle:6, Framed Painting Frame
bibliocraft:paintingframefancy:0, Oak Painting Frame
bibliocraft:paintingframefancy:1, Spruce Painting Frame
bibliocraft:paintingframefancy:2, Birch Painting Frame
bibliocraft:paintingframefancy:3, Jungle Painting Frame
bibliocraft:paintingframefancy:4, Acacia Painting Frame
bibliocraft:paintingframefancy:5, Dark Oak Painting Frame
bibliocraft:paintingframefancy:6, Framed Painting Frame
bibliocraft:paintingframeborderless:0, Oak Painting Frame
bibliocraft:paintingframeborderless:1, Spruce Painting Frame
bibliocraft:paintingframeborderless:2, Birch Painting Frame
bibliocraft:paintingframeborderless:3, Jungle Painting Frame
bibliocraft:paintingframeborderless:4, Acacia Painting Frame
bibliocraft:paintingframeborderless:5, Dark Oak Painting Frame
bibliocraft:paintingframeborderless:6, Framed Painting Frame
bibliocraft:paintingpress, Painting Press
bibliocraft:typewriter:0, White Typewriter
bibliocraft:typewriter:1, Light Gray Typewriter
bibliocraft:typewriter:2, Gray Typewriter
bibliocraft:typewriter:3, Black Typewriter
bibliocraft:typewriter:4, Red Typewriter
bibliocraft:typewriter:5, Orange Typewriter
bibliocraft:typewriter:6, Yellow Typewriter
bibliocraft:typewriter:7, Lime Typewriter
bibliocraft:typewriter:8, Green Typewriter
bibliocraft:typewriter:9, Cyan Typewriter
bibliocraft:typewriter:10, Light Blue Typewriter
bibliocraft:typewriter:11, Blue Typewriter
bibliocraft:typewriter:12, Purple Typewriter
bibliocraft:typewriter:13, Magenta Typewriter
bibliocraft:typewriter:14, Pink Typewriter
bibliocraft:typewriter:15, Brown Typewriter
bibliocraft:swordpedestal:0, Sword Pedestal
bibliocraft:swordpedestal:1, Sword Pedestal
bibliocraft:swordpedestal:2, Sword Pedestal
bibliocraft:swordpedestal:3, Sword Pedestal
bibliocraft:swordpedestal:4, Sword Pedestal
bibliocraft:swordpedestal:5, Sword Pedestal
bibliocraft:swordpedestal:6, Sword Pedestal
bibliocraft:swordpedestal:7, Sword Pedestal
bibliocraft:swordpedestal:8, Sword Pedestal
bibliocraft:swordpedestal:9, Sword Pedestal
bibliocraft:swordpedestal:10, Sword Pedestal
bibliocraft:swordpedestal:11, Sword Pedestal
bibliocraft:swordpedestal:12, Sword Pedestal
bibliocraft:swordpedestal:13, Sword Pedestal
bibliocraft:swordpedestal:14, Sword Pedestal
bibliocraft:swordpedestal:15, Sword Pedestal
bibliocraft:armorstand:0, Oak Armor Stand
bibliocraft:armorstand:1, Spruce Armor Stand
bibliocraft:armorstand:2, Birch Armor Stand
bibliocraft:armorstand:3, Jungle Armor Stand
bibliocraft:armorstand:4, Acacia Armor Stand
bibliocraft:armorstand:5, Dark Oak Armor Stand
bibliocraft:armorstand:6, Framed Armor Stand
bibliocraft:bell, Desk Bell
bibliocraft:typesettingtable, Typesetting Table
bibliocraft:printingpress, Printing Press
bibliocraft:cookiejar, Cookie Jar
bibliocraft:dinnerplate, Dinner Plate
bibliocraft:discrack, Disc Rack
bibliocraft:compass, Compass
bibliocraft:maptool, Drafting Compass
bibliocraft:seatback1:0, Oak Seat Back
bibliocraft:seatback1:1, Spruce Seat Back
bibliocraft:seatback1:2, Birch Seat Back
bibliocraft:seatback1:3, Jungle Seat Back
bibliocraft:seatback1:4, Acacia Seat Back
bibliocraft:seatback1:5, Dark Oak Seat Back
bibliocraft:seatback1:6, Framed Seat Back
bibliocraft:seatback2:0, Oak Seat Back
bibliocraft:seatback2:1, Spruce Seat Back
bibliocraft:seatback2:2, Birch Seat Back
bibliocraft:seatback2:3, Jungle Seat Back
bibliocraft:seatback2:4, Acacia Seat Back
bibliocraft:seatback2:5, Dark Oak Seat Back
bibliocraft:seatback2:6, Framed Seat Back
bibliocraft:seatback3:0, Oak Seat Back
bibliocraft:seatback3:1, Spruce Seat Back
bibliocraft:seatback3:2, Birch Seat Back
bibliocraft:seatback3:3, Jungle Seat Back
bibliocraft:seatback3:4, Acacia Seat Back
bibliocraft:seatback3:5, Dark Oak Seat Back
bibliocraft:seatback3:6, Framed Seat Back
bibliocraft:seatback4:0, Oak Seat Back
bibliocraft:seatback4:1, Spruce Seat Back
bibliocraft:seatback4:2, Birch Seat Back
bibliocraft:seatback4:3, Jungle Seat Back
bibliocraft:seatback4:4, Acacia Seat Back
bibliocraft:seatback4:5, Dark Oak Seat Back
bibliocraft:seatback4:6, Framed Seat Back
bibliocraft:seatback5:0, Oak Seat Back
bibliocraft:seatback5:1, Spruce Seat Back
bibliocraft:seatback5:2, Birch Seat Back
bibliocraft:seatback5:3, Jungle Seat Back
bibliocraft:seatback5:4, Acacia Seat Back
bibliocraft:seatback5:5, Dark Oak Seat Back
bibliocraft:seatback5:6, Framed Seat Back
bibliocraft:stockroomcatalog, Stockroom Catalog
bibliocraft:plumbline, Plumb line
bibliocraft:framingsaw, Framing Saw
bibliocraft:framingboard, Framing Board
bibliocraft:framingsheet, Framing Sheet
bibliocraft:testeritem, ItemStack Name Tester
bibliocraft:atlasbook:0, Atlas
bibliocraft:atlasplate, Atlas Plate
bibliocraft:deathcompass, Eternal Compass
bibliocraft:paintingcanvas, Painting Canvas
bibliocraft:bigbook, Big Writing Book
bibliocraft:recipebook, Empty Recipe Book
bibliocraft:slottedbook, Slotted Book
bibliocraft:handdrill, Hand Drill
bibliocraft:tapemeasure, Tape Measure
bibliocraft:tape, Tape Measure Reel
bibliocraft:bibliochase, Print Press Chase
bibliocraft:printplate, Print Press Plate
bibliocraft:enchantedplate, Enchanted Plate
bibliocraft:biblioredbook, Redstone: Volume I
bibliocraft:biblioglasses:0, Reading Glasses
bibliocraft:biblioglasses:1, Tinted Glasses
bibliocraft:biblioglasses:2, Monocle
bibliocraft:bibliodrill, Screw Gun
bibliocraft:bibliocreativelock, Lock and Key
bibliocraft:biblioclipboard, Clipboard
bonsaitrees:bonsaipot:0, Bonsai Pot
bonsaitrees:bonsaipot:1, Hopping Bonsai Pot
botania:lexicon, item.lexicon.name
botania:petal:0, Mystical White Petal
botania:petal:1, Mystical Orange Petal
botania:petal:2, Mystical Magenta Petal
botania:petal:3, Mystical Light Blue Petal
botania:petal:4, Mystical Yellow Petal
botania:petal:5, Mystical Lime Petal
botania:petal:6, Mystical Pink Petal
botania:petal:7, Mystical Gray Petal
botania:petal:8, Mystical Light Gray Petal
botania:petal:9, Mystical Cyan Petal
botania:petal:10, Mystical Purple Petal
botania:petal:11, Mystical Blue Petal
botania:petal:12, Mystical Brown Petal
botania:petal:13, Mystical Green Petal
botania:petal:14, Mystical Red Petal
botania:petal:15, Mystical Black Petal
botania:dye:0, Floral White Powder
botania:dye:1, Floral Orange Powder
botania:dye:2, Floral Magenta Powder
botania:dye:3, Floral Light Blue Powder
botania:dye:4, Floral Yellow Powder
botania:dye:5, Floral Lime Powder
botania:dye:6, Floral Pink Powder
botania:dye:7, Floral Gray Powder
botania:dye:8, Floral Light Gray Powder
botania:dye:9, Floral Cyan Powder
botania:dye:10, Floral Purple Powder
botania:dye:11, Floral Blue Powder
botania:dye:12, Floral Brown Powder
botania:dye:13, Floral Green Powder
botania:dye:14, Floral Red Powder
botania:dye:15, Floral Black Powder
botania:pestleandmortar, item.pestleAndMortar.name
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:manaresource:0, Manasteel Ingot
botania:manaresource:1, Mana Pearl
botania:manaresource:2, Mana Diamond
botania:manaresource:3, Livingwood Twig
botania:manaresource:4, Terrasteel Ingot
botania:manaresource:5, Gaia Spirit
botania:manaresource:6, Redstone Root
botania:manaresource:7, Elementium Ingot
botania:manaresource:8, Pixie Dust
botania:manaresource:9, Dragonstone
botania:manaresource:11, Crafting Placeholder
botania:manaresource:12, Red String
botania:manaresource:13, Dreamwood Twig
botania:manaresource:14, Gaia Spirit Ingot
botania:manaresource:15, Ender Air Bottle
botania:manaresource:16, Mana Infused String
botania:manaresource:17, Manasteel Nugget
botania:manaresource:18, Terrasteel Nugget
botania:manaresource:19, Elementium Nugget
botania:manaresource:22, Manaweave Cloth
botania:manaresource:23, Mana Powder
botania:lens:0, Mana Lens
botania:lens:1, Mana Lens: Velocity
botania:lens:2, Mana Lens: Potency
botania:lens:3, Mana Lens: Resistance
botania:lens:4, Mana Lens: Efficiency
botania:lens:5, Mana Lens: Bounce
botania:lens:6, Mana Lens: Gravity
botania:lens:7, Mana Lens: Bore
botania:lens:8, Mana Lens: Damaging
botania:lens:9, Mana Lens: Phantom
botania:lens:10, Mana Lens: Magnetizing
botania:lens:11, Mana Lens: Entropic
botania:lens:12, Mana Lens: Influence
botania:lens:13, Mana Lens: Weight
botania:lens:14, Mana Lens: Paintslinger
botania:lens:15, Mana Lens: Kindle
botania:lens:16, Mana Lens: Force
botania:lens:17, Mana Lens: Flash
botania:lens:18, Mana Lens: Warp
botania:lens:19, Mana Lens: Redirective
botania:lens:20, Mana Lens: Celebratory
botania:lens:21, Mana Lens: Flare
botania:lens:22, Mana Lens: Messenger
botania:lens:23, Mana Lens: Tripwire
botania:rune:0, Rune of Water
botania:rune:1, Rune of Fire
botania:rune:2, Rune of Earth
botania:rune:3, Rune of Air
botania:rune:4, Rune of Spring
botania:rune:5, Rune of Summer
botania:rune:6, Rune of Autumn
botania:rune:7, Rune of Winter
botania:rune:8, Rune of Mana
botania:rune:9, Rune of Lust
botania:rune:10, Rune of Gluttony
botania:rune:11, Rune of Greed
botania:rune:12, Rune of Sloth
botania:rune:13, Rune of Wrath
botania:rune:14, Rune of Envy
botania:rune:15, Rune of Pride
botania:manatablet, item.manaTablet.name
botania:managun, item.manaGun.name
botania:manacookie, item.manaCookie.name
botania:fertilizer, item.fertilizer.name
botania:grassseeds:0, Pasture Seeds
botania:grassseeds:1, Boreal Seeds
botania:grassseeds:2, Infestation Spores
botania:grassseeds:3, Dry Pasture Seeds
botania:grassseeds:4, Golden Pasture Seeds
botania:grassseeds:5, Vivid Pasture Seeds
botania:grassseeds:6, Scorched Pasture Seeds
botania:grassseeds:7, Infused Pasture Seeds
botania:grassseeds:8, Mutated Pasture Seeds
botania:dirtrod, item.dirtRod.name
botania:terraformrod, item.terraformRod.name
botania:grasshorn:0, Horn of the Wild
botania:grasshorn:1, Horn of the Canopy
botania:grasshorn:2, Horn of the Covering
botania:manamirror, item.manaMirror.name
botania:manasteelhelm, item.manasteelHelm.name
botania:manasteelhelmreveal, item.manasteelHelmReveal.name
botania:manasteelchest, item.manasteelChest.name
botania:manasteellegs, item.manasteelLegs.name
botania:manasteelboots, item.manasteelBoots.name
botania:manasteelpick, item.manasteelPick.name
botania:manasteelshovel, item.manasteelShovel.name
botania:manasteelaxe, item.manasteelAxe.name
botania:manasteelsword, item.manasteelSword.name
botania:manasteelshears, item.manasteelShears.name
botania:terrasteelhelm, item.terrasteelHelm.name
botania:terrasteelhelmreveal, item.terrasteelHelmReveal.name
botania:terrasteelchest, item.terrasteelChest.name
botania:terrasteellegs, item.terrasteelLegs.name
botania:terrasteelboots, item.terrasteelBoots.name
botania:terrasword, item.terraSword.name
botania:tinyplanet, item.tinyPlanet.name
botania:manaring, item.manaRing.name
botania:auraring, item.auraRing.name
botania:manaringgreater, item.manaRingGreater.name
botania:auraringgreater, item.auraRingGreater.name
botania:travelbelt, item.travelBelt.name
botania:knockbackbelt, item.knockbackBelt.name
botania:icependant, item.icePendant.name
botania:lavapendant, item.lavaPendant.name
botania:magnetring, item.magnetRing.name
botania:waterring, item.waterRing.name
botania:miningring, item.miningRing.name
botania:terrapick, item.terraPick.name
botania:divacharm, item.divaCharm.name
botania:flighttiara:0, Flügel Tiara
botania:flighttiara:1, Flügel Tiara
botania:flighttiara:2, Flügel Tiara
botania:flighttiara:3, Flügel Tiara
botania:flighttiara:4, Flügel Tiara
botania:flighttiara:5, Flügel Tiara
botania:flighttiara:6, Flügel Tiara
botania:flighttiara:7, Flügel Tiara
botania:flighttiara:8, Flügel Tiara
botania:enderdagger, item.enderDagger.name
botania:quartz:0, Smokey Quartz
botania:quartz:1, Mana Quartz
botania:quartz:2, Blaze Quartz
botania:quartz:3, Lavender Quartz
botania:quartz:4, Redquartz
botania:quartz:5, Elven Quartz
botania:quartz:6, Sunny Quartz
botania:waterrod, item.waterRod.name
botania:elementiumhelm, item.elementiumHelm.name
botania:elementiumhelmreveal, item.elementiumHelmReveal.name
botania:elementiumchest, item.elementiumChest.name
botania:elementiumlegs, item.elementiumLegs.name
botania:elementiumboots, item.elementiumBoots.name
botania:elementiumpick, item.elementiumPick.name
botania:elementiumshovel, item.elementiumShovel.name
botania:elementiumaxe, item.elementiumAxe.name
botania:elementiumsword, item.elementiumSword.name
botania:elementiumshears, item.elementiumShears.name
botania:openbucket, item.openBucket.name
botania:spawnermover, item.spawnerMover.name
botania:pixiering, item.pixieRing.name
botania:supertravelbelt, item.superTravelBelt.name
botania:rainbowrod, item.rainbowRod.name
botania:tornadorod, item.tornadoRod.name
botania:firerod, item.fireRod.name
botania:vineball, item.vineBall.name
botania:slingshot, item.slingshot.name
botania:manabottle, item.manaBottle.name
botania:laputashard:0, Shard of Laputa
botania:laputashard:4, Shard of Laputa
botania:laputashard:9, Shard of Laputa
botania:laputashard:14, Shard of Laputa
botania:laputashard:19, Shard of Laputa
botania:virus:0, Necrodermal Virus
botania:virus:1, Nullodermal Virus
botania:reachring, item.reachRing.name
botania:skydirtrod, item.skyDirtRod.name
botania:itemfinder, item.itemFinder.name
botania:superlavapendant, item.superLavaPendant.name
botania:enderhand, item.enderHand.name
botania:glasspick, item.glassPick.name
botania:spark, item.spark.name
botania:sparkupgrade:0, Spark Augment: Dispersive
botania:sparkupgrade:1, Spark Augment: Dominant
